1	default	pin_out_1	pin_in_1
7	126	142	
7	126	143	
7	126	144	
7	126	145	
7	126	146	
7	126	147	
7	126	148	
7	126	149	
7	126	150	
7	126	151	
7	126	152	
7	126	153	
7	126	154	
7	126	155	
7	126	156	
7	126	157	
7	126	158	
7	126	159	
7	126	160	
7	126	161	
7	126	162	
7	126	163	
7	126	164	
7	126	165	
7	126	166	
7	126	167	
7	126	168	
7	126	169	
7	126	170	
7	126	171	
7	126	172	
7	126	173	
7	126	174	
7	126	175	
7	126	176	
7	126	177	
7	126	178	
7	126	179	
7	126	180	
7	126	181	
7	126	182	
7	126	183	
7	126	184	
7	126	185	
7	126	186	
7	126	187	
7	126	188	
7	126	189	
7	126	190	
7	126	191	
7	126	192	
7	126	193	
6	126	193	
6	125	193	
6	124	193	
6	123	193	
6	122	193	
6	121	193	
6	120	193	
6	119	193	
6	118	193	
6	117	193	
6	116	193	
6	115	193	
6	114	193	
6	113	193	
6	112	193	
6	111	193	
6	110	193	
6	109	193	
6	108	193	
6	107	193	
6	106	193	
0
5	default	pin_out_5	pin_in_5
6	94	74	
6	93	74	
6	92	74	
6	91	74	
6	90	74	
6	89	74	
6	88	74	
7	88	74	
7	88	75	
7	88	76	
7	88	77	
7	88	78	
7	88	79	
7	88	80	
7	88	81	
7	88	82	
7	88	83	
7	88	84	
7	88	85	
7	88	86	
7	88	87	
7	88	88	
7	88	89	
7	88	90	
7	88	91	
7	88	92	
7	88	93	
7	88	94	
7	88	95	
7	88	96	
7	88	97	
7	88	98	
7	88	99	
7	88	100	
7	88	101	
7	88	102	
7	88	103	
7	88	104	
7	88	105	
7	88	106	
7	88	107	
7	88	108	
7	88	109	
7	88	110	
7	88	111	
7	88	112	
7	88	113	
7	88	114	
7	88	115	
7	88	116	
7	88	117	
7	88	118	
7	88	119	
7	88	120	
7	88	121	
7	88	122	
7	88	123	
7	88	124	
7	88	125	
7	88	126	
7	88	127	
7	88	128	
7	88	129	
7	88	130	
7	88	131	
7	88	132	
7	88	133	
7	88	134	
7	88	135	
0
6	default	pin_out_6	pin_in_6
7	127	61	
8	127	61	
8	126	61	
8	125	61	
8	124	61	
8	123	61	
8	122	61	
8	121	61	
8	120	61	
8	119	61	
8	118	61	
8	117	61	
8	116	61	
8	115	61	
8	114	61	
8	113	61	
8	112	61	
8	111	61	
8	110	61	
8	109	61	
8	108	61	
8	107	61	
8	106	61	
8	105	61	
8	104	61	
8	103	61	
8	102	61	
8	101	61	
8	100	61	
7	100	61	
7	100	62	
7	100	63	
7	100	64	
7	100	65	
7	100	66	
7	100	67	
7	100	68	
7	100	69	
7	100	70	
7	100	71	
7	100	72	
7	100	73	
7	100	74	
7	100	75	
7	100	76	
7	100	77	
7	100	78	
7	100	79	
7	100	80	
7	100	81	
7	100	82	
7	100	83	
7	100	84	
7	100	85	
7	100	86	
7	100	87	
7	100	88	
7	100	89	
7	100	90	
7	100	91	
7	100	92	
7	100	93	
7	100	94	
7	100	95	
7	100	96	
7	100	97	
7	100	98	
7	100	99	
7	100	100	
7	100	101	
7	100	102	
7	100	103	
7	100	104	
7	100	105	
7	100	106	
7	100	107	
7	100	108	
7	100	109	
7	100	110	
7	100	111	
7	100	112	
7	100	113	
7	100	114	
7	100	115	
7	100	116	
7	100	117	
7	100	118	
7	100	119	
7	100	120	
7	100	121	
7	100	122	
7	100	123	
7	100	124	
7	100	125	
7	100	126	
7	100	127	
7	100	128	
7	100	129	
7	100	130	
7	100	131	
7	100	132	
7	100	133	
7	100	134	
7	100	135	
7	100	136	
7	100	137	
7	100	138	
7	100	139	
7	100	140	
7	100	141	
7	100	142	
7	100	143	
7	100	144	
7	100	145	
7	100	146	
7	100	147	
7	100	148	
7	100	149	
7	100	150	
7	100	151	
7	100	152	
7	100	153	
7	100	154	
7	100	155	
7	100	156	
7	100	157	
7	100	158	
7	100	159	
7	100	160	
0
7	default	pin_out_7	pin_in_7
9	82	56	
9	82	57	
9	82	58	
9	82	59	
8	82	59	
8	83	59	
8	84	59	
8	85	59	
8	86	59	
8	87	59	
8	88	59	
0
8	1w2s	pin_out_8	pin_in_8
8	85	76	
9	85	76	
9	85	77	
9	85	78	
9	85	79	
9	85	80	
9	85	81	
9	85	82	
9	85	83	
9	85	84	
9	85	85	
9	85	86	
9	85	87	
9	85	88	
9	85	89	
9	85	90	
9	85	91	
9	85	92	
9	85	93	
9	85	94	
9	85	95	
9	85	96	
9	85	97	
9	85	98	
9	85	99	
9	85	100	
9	85	101	
9	85	102	
9	85	103	
9	85	104	
9	85	105	
9	85	106	
9	85	107	
9	85	108	
9	85	109	
9	85	110	
9	85	111	
9	85	112	
9	85	113	
9	85	114	
9	85	115	
9	85	116	
9	85	117	
9	85	118	
9	85	119	
9	85	120	
9	85	121	
9	85	122	
9	85	123	
9	85	124	
9	85	125	
9	85	126	
9	85	127	
9	85	128	
9	85	129	
9	85	130	
9	85	131	
9	85	132	
9	85	133	
9	85	134	
9	85	135	
9	85	136	
9	85	137	
9	85	138	
9	85	139	
9	85	140	
9	85	141	
9	85	142	
9	85	143	
9	85	144	
9	85	145	
9	85	146	
9	85	147	
9	85	148	
9	85	149	
9	85	150	
9	85	151	
9	85	152	
8	85	152	
8	86	152	
8	87	152	
8	88	152	
8	89	152	
8	90	152	
8	91	152	
8	92	152	
8	93	152	
8	94	152	
8	95	152	
8	96	152	
8	97	152	
8	98	152	
8	99	152	
8	100	152	
8	101	152	
8	102	152	
8	103	152	
8	104	152	
8	105	152	
8	106	152	
8	107	152	
8	108	152	
8	109	152	
8	110	152	
8	111	152	
8	112	152	
8	113	152	
8	114	152	
8	115	152	
8	116	152	
8	117	152	
8	118	152	
8	119	152	
8	120	152	
8	121	152	
8	122	152	
8	123	152	
8	124	152	
8	125	152	
8	126	152	
8	127	152	
8	128	152	
8	129	152	
8	130	152	
8	131	152	
8	132	152	
8	133	152	
8	134	152	
8	135	152	
8	136	152	
8	137	152	
8	138	152	
8	139	152	
8	140	152	
8	141	152	
8	142	152	
8	143	152	
8	144	152	
8	145	152	
8	146	152	
8	147	152	
8	148	152	
8	149	152	
8	150	152	
8	151	152	
8	152	152	
8	153	152	
8	154	152	
8	155	152	
8	156	152	
8	157	152	
8	158	152	
8	159	152	
8	160	152	
8	161	152	
8	162	152	
8	163	152	
8	164	152	
8	165	152	
8	166	152	
8	167	152	
8	168	152	
8	169	152	
8	170	152	
8	171	152	
8	172	152	
8	173	152	
8	174	152	
8	175	152	
0
9	1w2s_shield	pin_out_9	pin_in_9
11	34	26	
11	34	27	
11	34	28	
11	34	29	
11	34	30	
11	34	31	
11	34	32	
11	34	33	
11	34	34	
11	34	35	
11	34	36	
11	34	37	
11	34	38	
11	34	39	
11	34	40	
11	34	41	
11	34	42	
11	34	43	
11	34	44	
11	34	45	
11	34	46	
11	34	47	
11	34	48	
11	34	49	
11	34	50	
11	34	51	
11	34	52	
11	34	53	
11	34	54	
11	34	55	
11	34	56	
11	34	57	
11	34	58	
11	34	59	
11	34	60	
11	34	61	
11	34	62	
11	34	63	
11	34	64	
11	34	65	
11	34	66	
11	34	67	
11	34	68	
11	34	69	
11	34	70	
10	34	70	
10	35	70	
10	36	70	
10	37	70	
10	38	70	
10	39	70	
10	40	70	
10	41	70	
10	42	70	
10	43	70	
10	44	70	
10	45	70	
10	46	70	
10	47	70	
10	48	70	
10	49	70	
10	50	70	
10	51	70	
10	52	70	
10	53	70	
10	54	70	
10	55	70	
10	56	70	
10	57	70	
10	58	70	
10	59	70	
10	60	70	
10	61	70	
10	62	70	
10	63	70	
10	64	70	
10	65	70	
10	66	70	
10	67	70	
10	68	70	
10	69	70	
10	70	70	
10	71	70	
10	72	70	
10	73	70	
10	74	70	
10	75	70	
10	76	70	
10	77	70	
10	78	70	
10	79	70	
10	80	70	
10	81	70	
10	82	70	
10	83	70	
10	84	70	
10	85	70	
10	86	70	
10	87	70	
10	88	70	
10	89	70	
10	90	70	
10	91	70	
10	92	70	
10	93	70	
10	94	70	
10	95	70	
10	96	70	
10	97	70	
10	98	70	
10	99	70	
10	100	70	
10	101	70	
10	102	70	
10	103	70	
10	104	70	
10	105	70	
10	106	70	
10	107	70	
10	108	70	
10	109	70	
10	110	70	
10	111	70	
10	112	70	
10	113	70	
10	114	70	
10	115	70	
10	116	70	
10	117	70	
10	118	70	
10	119	70	
10	120	70	
10	121	70	
10	122	70	
10	123	70	
10	124	70	
10	125	70	
10	126	70	
10	127	70	
10	128	70	
10	129	70	
10	130	70	
10	131	70	
10	132	70	
10	133	70	
10	134	70	
10	135	70	
10	136	70	
10	137	70	
10	138	70	
10	139	70	
10	140	70	
10	141	70	
10	142	70	
10	143	70	
10	144	70	
10	145	70	
10	146	70	
10	147	70	
10	148	70	
10	149	70	
11	149	70	
0
10	1w2s_shield	pin_out_10	pin_in_10
10	182	119	
10	181	119	
10	180	119	
10	179	119	
10	178	119	
10	177	119	
10	176	119	
10	175	119	
10	174	119	
10	173	119	
10	172	119	
10	171	119	
10	170	119	
10	169	119	
10	168	119	
10	167	119	
10	166	119	
10	165	119	
11	165	119	
11	165	118	
11	165	117	
11	165	116	
11	165	115	
11	165	114	
11	165	113	
11	165	112	
11	165	111	
11	165	110	
11	165	109	
11	165	108	
11	165	107	
11	165	106	
11	165	105	
11	165	104	
11	165	103	
11	165	102	
11	165	101	
11	165	100	
11	165	99	
11	165	98	
11	165	97	
11	165	96	
11	165	95	
11	165	94	
11	165	93	
11	165	92	
11	165	91	
11	165	90	
11	165	89	
11	165	88	
11	165	87	
11	165	86	
11	165	85	
11	165	84	
11	165	83	
11	165	82	
11	165	81	
11	165	80	
11	165	79	
11	165	78	
11	165	77	
11	165	76	
11	165	75	
11	165	74	
11	165	73	
11	165	72	
11	165	71	
11	165	70	
11	165	69	
11	165	68	
11	165	67	
11	165	66	
11	165	65	
11	165	64	
11	165	63	
11	165	62	
11	165	61	
11	165	60	
11	165	59	
11	165	58	
11	165	57	
11	165	56	
11	165	55	
11	165	54	
11	165	53	
11	165	52	
11	165	51	
11	165	50	
11	165	49	
11	165	48	
11	165	47	
11	165	46	
11	165	45	
11	165	44	
11	165	43	
11	165	42	
11	165	41	
11	165	40	
11	165	39	
0
11	1w2s	pin_out_11	pin_in_11
8	168	194	
8	167	194	
8	166	194	
8	165	194	
8	164	194	
8	163	194	
8	162	194	
8	161	194	
8	160	194	
8	159	194	
8	158	194	
8	157	194	
8	156	194	
8	155	194	
8	154	194	
8	153	194	
8	152	194	
8	151	194	
8	150	194	
8	149	194	
8	148	194	
8	147	194	
8	146	194	
8	145	194	
8	144	194	
8	143	194	
8	142	194	
8	141	194	
8	140	194	
8	139	194	
8	138	194	
8	137	194	
8	136	194	
8	135	194	
8	134	194	
8	133	194	
8	132	194	
8	131	194	
8	130	194	
8	129	194	
9	129	194	
9	129	193	
9	129	192	
9	129	191	
9	129	190	
9	129	189	
9	129	188	
9	129	187	
9	129	186	
9	129	185	
9	129	184	
9	129	183	
9	129	182	
9	129	181	
9	129	180	
9	129	179	
9	129	178	
9	129	177	
9	129	176	
9	129	175	
9	129	174	
9	129	173	
9	129	172	
9	129	171	
9	129	170	
9	129	169	
9	129	168	
9	129	167	
9	129	166	
9	129	165	
9	129	164	
9	129	163	
9	129	162	
0
12	default	pin_out_12	pin_in_12
8	106	61	
8	105	61	
8	104	61	
8	103	61	
8	102	61	
8	101	61	
8	100	61	
8	99	61	
8	98	61	
8	97	61	
8	96	61	
8	95	61	
8	94	61	
8	93	61	
8	92	61	
8	91	61	
8	90	61	
8	89	61	
8	88	61	
8	87	61	
8	86	61	
8	85	61	
8	84	61	
8	83	61	
8	82	61	
8	81	61	
8	80	61	
8	79	61	
8	78	61	
8	77	61	
8	76	61	
8	75	61	
8	74	61	
8	73	61	
8	72	61	
8	71	61	
8	70	61	
8	69	61	
8	68	61	
8	67	61	
8	66	61	
8	65	61	
8	64	61	
8	63	61	
8	62	61	
8	61	61	
8	60	61	
8	59	61	
8	58	61	
8	57	61	
8	56	61	
8	55	61	
8	54	61	
8	53	61	
8	52	61	
8	51	61	
8	50	61	
8	49	61	
8	48	61	
9	48	61	
9	48	60	
9	48	59	
9	48	58	
9	48	57	
9	48	56	
9	48	55	
9	48	54	
9	48	53	
9	48	52	
9	48	51	
9	48	50	
9	48	49	
9	48	48	
9	48	47	
9	48	46	
9	48	45	
9	48	44	
9	48	43	
9	48	42	
9	48	41	
9	48	40	
9	48	39	
9	48	38	
9	48	37	
9	48	36	
9	48	35	
9	48	34	
9	48	33	
9	48	32	
9	48	31	
9	48	30	
9	48	29	
9	48	28	
0
13	1w2s_shield	pin_out_13	pin_in_13
10	35	173	
11	35	173	
11	35	172	
11	35	171	
11	35	170	
11	35	169	
11	35	168	
11	35	167	
11	35	166	
11	35	165	
11	35	164	
11	35	163	
11	35	162	
11	35	161	
11	35	160	
11	35	159	
11	35	158	
11	35	157	
11	35	156	
11	35	155	
11	35	154	
11	35	153	
11	35	152	
11	35	151	
11	35	150	
11	35	149	
11	35	148	
11	35	147	
11	35	146	
11	35	145	
11	35	144	
11	35	143	
11	35	142	
11	35	141	
11	35	140	
11	35	139	
11	35	138	
11	35	137	
11	35	136	
11	35	135	
11	35	134	
11	35	133	
11	35	132	
11	35	131	
11	35	130	
11	35	129	
11	35	128	
11	35	127	
11	35	126	
11	35	125	
11	35	124	
11	35	123	
11	35	122	
11	35	121	
11	35	120	
11	35	119	
11	35	118	
11	35	117	
11	35	116	
11	35	115	
11	35	114	
11	35	113	
11	35	112	
11	35	111	
11	35	110	
11	35	109	
11	35	108	
11	35	107	
11	35	106	
11	35	105	
11	35	104	
11	35	103	
11	35	102	
11	35	101	
11	35	100	
11	35	99	
11	35	98	
11	35	97	
11	35	96	
11	35	95	
11	35	94	
11	35	93	
11	35	92	
11	35	91	
11	35	90	
11	35	89	
11	35	88	
11	35	87	
11	35	86	
11	35	85	
11	35	84	
11	35	83	
11	35	82	
11	35	81	
11	35	80	
11	35	79	
11	35	78	
11	35	77	
11	35	76	
11	35	75	
11	35	74	
11	35	73	
11	35	72	
11	35	71	
11	35	70	
11	35	69	
11	35	68	
11	35	67	
11	35	66	
11	35	65	
11	35	64	
11	35	63	
11	35	62	
11	35	61	
11	35	60	
11	35	59	
11	35	58	
11	35	57	
11	35	56	
11	35	55	
11	35	54	
11	35	53	
11	35	52	
11	35	51	
11	35	50	
11	35	49	
11	35	48	
11	35	47	
11	35	46	
11	35	45	
11	35	44	
11	35	43	
11	35	42	
10	35	42	
10	36	42	
10	37	42	
10	38	42	
10	39	42	
10	40	42	
10	41	42	
10	42	42	
10	43	42	
10	44	42	
10	45	42	
10	46	42	
10	47	42	
10	48	42	
10	49	42	
10	50	42	
10	51	42	
10	52	42	
10	53	42	
10	54	42	
10	55	42	
10	56	42	
10	57	42	
10	58	42	
10	59	42	
10	60	42	
10	61	42	
10	62	42	
10	63	42	
10	64	42	
10	65	42	
10	66	42	
10	67	42	
10	68	42	
10	69	42	
10	70	42	
10	71	42	
10	72	42	
10	73	42	
10	74	42	
10	75	42	
10	76	42	
10	77	42	
10	78	42	
10	79	42	
10	80	42	
10	81	42	
10	82	42	
10	83	42	
10	84	42	
10	85	42	
10	86	42	
10	87	42	
10	88	42	
10	89	42	
10	90	42	
10	91	42	
10	92	42	
10	93	42	
10	94	42	
10	95	42	
10	96	42	
10	97	42	
10	98	42	
10	99	42	
10	100	42	
10	101	42	
10	102	42	
10	103	42	
10	104	42	
10	105	42	
10	106	42	
10	107	42	
10	108	42	
10	109	42	
10	110	42	
10	111	42	
10	112	42	
10	113	42	
10	114	42	
10	115	42	
10	116	42	
10	117	42	
0
14	default	pin_out_14	pin_in_14
7	34	130	
7	34	129	
7	34	128	
7	34	127	
7	34	126	
7	34	125	
7	34	124	
7	34	123	
7	34	122	
7	34	121	
7	34	120	
7	34	119	
7	34	118	
7	34	117	
7	34	116	
7	34	115	
7	34	114	
7	34	113	
7	34	112	
7	34	111	
7	34	110	
7	34	109	
7	34	108	
7	34	107	
7	34	106	
7	34	105	
7	34	104	
7	34	103	
7	34	102	
7	34	101	
7	34	100	
7	34	99	
7	34	98	
7	34	97	
7	34	96	
7	34	95	
7	34	94	
7	34	93	
7	34	92	
7	34	91	
7	34	90	
7	34	89	
7	34	88	
7	34	87	
7	34	86	
7	34	85	
7	34	84	
7	34	83	
7	34	82	
7	34	81	
7	34	80	
8	34	80	
8	35	80	
8	36	80	
8	37	80	
8	38	80	
8	39	80	
8	40	80	
8	41	80	
8	42	80	
8	43	80	
8	44	80	
8	45	80	
8	46	80	
8	47	80	
8	48	80	
8	49	80	
8	50	80	
8	51	80	
8	52	80	
8	53	80	
8	54	80	
8	55	80	
8	56	80	
8	57	80	
8	58	80	
8	59	80	
8	60	80	
8	61	80	
8	62	80	
8	63	80	
8	64	80	
8	65	80	
8	66	80	
8	67	80	
8	68	80	
8	69	80	
8	70	80	
8	71	80	
8	72	80	
8	73	80	
8	74	80	
8	75	80	
8	76	80	
8	77	80	
8	78	80	
8	79	80	
8	80	80	
8	81	80	
8	82	80	
8	83	80	
8	84	80	
8	85	80	
8	86	80	
8	87	80	
8	88	80	
8	89	80	
8	90	80	
8	91	80	
8	92	80	
8	93	80	
8	94	80	
8	95	80	
8	96	80	
8	97	80	
8	98	80	
8	99	80	
8	100	80	
8	101	80	
8	102	80	
8	103	80	
8	104	80	
8	105	80	
8	106	80	
8	107	80	
8	108	80	
8	109	80	
8	110	80	
8	111	80	
8	112	80	
8	113	80	
8	114	80	
8	115	80	
8	116	80	
8	117	80	
8	118	80	
8	119	80	
8	120	80	
8	121	80	
8	122	80	
8	123	80	
8	124	80	
8	125	80	
8	126	80	
8	127	80	
8	128	80	
8	129	80	
8	130	80	
8	131	80	
8	132	80	
8	133	80	
8	134	80	
8	135	80	
8	136	80	
8	137	80	
8	138	80	
8	139	80	
8	140	80	
8	141	80	
8	142	80	
8	143	80	
8	144	80	
8	145	80	
8	146	80	
8	147	80	
8	148	80	
8	149	80	
8	150	80	
8	151	80	
8	152	80	
8	153	80	
8	154	80	
8	155	80	
8	156	80	
8	157	80	
8	158	80	
8	159	80	
8	160	80	
8	161	80	
8	162	80	
8	163	80	
8	164	80	
8	165	80	
8	166	80	
8	167	80	
8	168	80	
8	169	80	
8	170	80	
8	171	80	
8	172	80	
8	173	80	
8	174	80	
8	175	80	
0
15	1w2s_shield	pin_out_15	pin_in_15
11	62	81	
11	62	82	
11	62	83	
11	62	84	
11	62	85	
11	62	86	
11	62	87	
11	62	88	
11	62	89	
11	62	90	
11	62	91	
11	62	92	
11	62	93	
11	62	94	
11	62	95	
11	62	96	
11	62	97	
11	62	98	
11	62	99	
11	62	100	
11	62	101	
11	62	102	
11	62	103	
11	62	104	
11	62	105	
11	62	106	
11	62	107	
11	62	108	
11	62	109	
11	62	110	
11	62	111	
11	62	112	
11	62	113	
11	62	114	
11	62	115	
11	62	116	
11	62	117	
11	62	118	
11	62	119	
11	62	120	
11	62	121	
11	62	122	
11	62	123	
11	62	124	
11	62	125	
11	62	126	
11	62	127	
11	62	128	
11	62	129	
11	62	130	
11	62	131	
11	62	132	
11	62	133	
11	62	134	
11	62	135	
11	62	136	
11	62	137	
11	62	138	
11	62	139	
11	62	140	
11	62	141	
11	62	142	
11	62	143	
11	62	144	
11	62	145	
11	62	146	
11	62	147	
11	62	148	
11	62	149	
11	62	150	
11	62	151	
11	62	152	
11	62	153	
11	62	154	
11	62	155	
11	62	156	
11	62	157	
11	62	158	
11	62	159	
11	62	160	
11	62	161	
11	62	162	
11	62	163	
11	62	164	
11	62	165	
11	62	166	
11	62	167	
11	62	168	
11	62	169	
11	62	170	
11	62	171	
11	62	172	
11	62	173	
11	62	174	
11	62	175	
11	62	176	
11	62	177	
11	62	178	
11	62	179	
11	62	180	
11	62	181	
11	62	182	
11	62	183	
11	62	184	
11	62	185	
11	62	186	
11	62	187	
11	62	188	
11	62	189	
11	62	190	
11	62	191	
11	62	192	
11	62	193	
11	62	194	
10	62	194	
10	61	194	
10	60	194	
10	59	194	
10	58	194	
10	57	194	
10	56	194	
10	55	194	
10	54	194	
10	53	194	
10	52	194	
10	51	194	
10	50	194	
10	49	194	
10	48	194	
10	47	194	
10	46	194	
10	45	194	
10	44	194	
10	43	194	
10	42	194	
10	41	194	
10	40	194	
10	39	194	
10	38	194	
10	37	194	
10	36	194	
10	35	194	
10	34	194	
10	33	194	
10	32	194	
10	31	194	
10	30	194	
10	29	194	
10	28	194	
10	27	194	
10	26	194	
10	25	194	
10	24	194	
10	23	194	
10	22	194	
10	21	194	
10	20	194	
10	19	194	
10	18	194	
10	17	194	
10	16	194	
10	15	194	
10	14	194	
10	13	194	
10	12	194	
10	11	194	
10	10	194	
10	9	194	
10	8	194	
10	7	194	
10	6	194	
10	5	194	
10	4	194	
10	3	194	
0
16	1w2s_shield	pin_out_16	pin_in_16
10	180	13	
10	179	13	
10	178	13	
10	177	13	
10	176	13	
10	175	13	
10	174	13	
10	173	13	
10	172	13	
10	171	13	
10	170	13	
10	169	13	
10	168	13	
10	167	13	
10	166	13	
10	165	13	
10	164	13	
10	163	13	
10	162	13	
10	161	13	
10	160	13	
10	159	13	
10	158	13	
10	157	13	
10	156	13	
10	155	13	
10	154	13	
10	153	13	
10	152	13	
10	151	13	
10	150	13	
10	149	13	
10	148	13	
10	147	13	
10	146	13	
10	145	13	
10	144	13	
10	143	13	
10	142	13	
10	141	13	
10	140	13	
10	139	13	
10	138	13	
10	137	13	
10	136	13	
10	135	13	
10	134	13	
10	133	13	
10	132	13	
10	131	13	
10	130	13	
10	129	13	
10	128	13	
10	127	13	
10	126	13	
10	125	13	
10	124	13	
10	123	13	
10	122	13	
10	121	13	
10	120	13	
10	119	13	
10	118	13	
10	117	13	
10	116	13	
10	115	13	
10	114	13	
10	113	13	
10	112	13	
10	111	13	
10	110	13	
10	109	13	
10	108	13	
10	107	13	
10	106	13	
10	105	13	
10	104	13	
10	103	13	
10	102	13	
10	101	13	
10	100	13	
10	99	13	
10	98	13	
10	97	13	
10	96	13	
10	95	13	
10	94	13	
10	93	13	
10	92	13	
10	91	13	
10	90	13	
10	89	13	
10	88	13	
10	87	13	
10	86	13	
10	85	13	
10	84	13	
10	83	13	
10	82	13	
10	81	13	
